"Number of results (For the last time placed)","Anzahl der Ergebnisse<br/>(zum letzten Mal eingegeben)"
"OK","OK"
"OR","ODER"
"Old Price:","Alter Preis:"
"On Gesture","Bei Mausaktion"
"Option validation failed to add product to cart.","Optionsprüfung fehlgeschlagen beim Hinzufügen zum Warenkorb."
"Option values","Optionswerte"
"Option:","Option:"
"Options","Optionen"
"Options Control","Optionenkontrolle"
"Options is required","Optionen sind Pflichtangaben"
"Our customer service is available 24/7. Call us at (555) 555-0123.","Unser Kunden-Service ist 24/7 erreichbar. Kontaktieren Sie uns unter (555)555-0123."
"Out of Stock","Nicht auf Lager"
"Out of stock","Nicht auf Lager"
"PM","PM"
"Page Title Separator","Seiten-Titeltrenner"
"Parent Category","Überkategorie"
"Pending","Ausstehend"
"Pending Reviews RSS","Ausstehende Kundenmeinungen RSS"
"Percentage","Prozentsatz"
"Please add rows to option.","Bitte Zeilen zur Option hinzufügen."
"Please be careful as once you click on the row it will load package data form the selected file and all unsaved form data will be lost.","ACHTUNG: Bei einem Klick auf die Zeile werden die Paketdaten geladen und überschreiben alle ungespeicherten Formulardaten!"
"Please click on the Close Window button if it is not closed automatically.","Bitte klicken Sie auf den Fenster schließen Button falls es nicht automatisch schließen sollte."
"Please enter a new group name","Bitte geben Sie einen neuen Gruppennamen ein"
"Please refresh ""Catalog URL Rewrites"" and ""Product Attributes"" in System -> <a href=""%s"">Index Management</a>","Bitte aktualisieren Sie ""Katalog URL Rewrites"" und ""Artikel Attribute"" in System -> <a href=""%s"">Index-Verwaltung</a>"
"Please select a static block ...","Bitte wählen Sie einen Block ..."
"Please select items.","Bitte wählen Sie Artikel"
"Please select one or more attributes.","Bitte wählen Sie ein oder mehrere Attribut(e)"
"Please select product(s).","Bitte Artikel auswählen"
"Please select products for attributes update","Bitte wählen Sie ein oder mehrere Artikel für Attributaktualisierungen"
"Please specify date required option(s).","Bitte die benötigten Datum-Optionen festlegen."
"Please specify the number of products, that will not be divided into subintervals.","Bitte geben Sie die Anzahl der Artikel an, die nicht in Teilmengen aufgeteilt werden."
"Please specify the product required option(s)","Bitte wählen Sie die Artikel-Pflichtangaben."
"Please specify the product required option(s).","Bitte benötigte Artikeloptionen auswählen."
"Please specify the product\'s option(s).","Bitte benötigte Artikeloptionen auswählen."
"Please specify the product\'s required option(s).","Bitte wählen Sie die Artikel-Pflichtangaben."
"Please specify the quantity of product(s).","Bitte Artikelmenge auswählen"
"Please specify time required option(s).","Bitte die benötigten Zeit-Optionen angeben"
"Please wait...","Bitte warten..."
"Position","Reihenfolge"
"Position in Layered Navigation","Position in Filternavigation"
"Position of attribute in layered navigation block","Position des Attributs in Filter-Navigation"
"Prev","Zurück"
"Previous","Zurück"
"Price Navigation Step Calculation","Preis Navigation Schritt Kalkulation"
"Price Type","Preisart"
"Price is not available","Preis ist nicht verfügbar"
"Price values for options should be specified in system base currency.","Preisangaben für Optionen sollten in der im Shop eingestellten Basiswährung eingegeben werden."
"Price:","Preis:"
"Price: %s","Preis: %s"
"Print This Page","Diese Seite drucken"
"Product","Artikel"
"Product API","Artikel-API"
"Product Alerts","Artikelbenachrichtigungen"
"Product Attribute","Artikelattribut"
"Product Attributes","Artikel Attribute"
"Product Categories","Artikelkategorien"
"Product Description","Artikelbeschreibung"
"Product Extra Info","Artikel Zusatz-Info"
"Product Flat Data","Artikel Flat Daten"
"Product ID","Artikel-ID"
"Product Image Placeholders","Artikelbild Platzhalter"
"Product Image Watermarks","Artikelbild Wasserzeichen"
"Product Images","Artikelbilder"
"Product Images API","Artikelbilder-API"
"Product In Websites","Artikel auf Websites"
"Product Info Column","Artikelinformationsspalte"
"Product Information","Artikelinformationen"
"Product Link Block Template","Artikel Link Block Vorlage"
"Product Link Inline Template","Artikel Link Inline Vorlage"
"Product Listing Sort by","Artikelauflistung sortiert nach"
"Product Name","Artikelname"
"Product Prices","Artikel Preise"
"Product Reviews","Kundenmeinungen"
"Product Tags","Artikelschlagworte"
"Product Tier Price API","Artikelstaffelpreis API"
"Product Type","Artikeltyp"
"Product URL Suffix","Artikel-URL Suffix"
"Product View Extra Hint","Artikelansicht Zusatz-Pfad"
"Product attribute sets API","Artikel-Attributset API"
"Product attributes API","Artikelattribut API"
"Product collection expected.","Artikelkollektion erwartet"
"Product is not loaded","Artikel wurde nicht geladen"
"Product links API (related, cross sells, up sells)","Artikellink-API (Ähnliches, Cross-Selling, Up-Selling)"
"Product name","Artikelname"
"Product types API","Artikelarten API"
"Product with this combination of attributes already associated to configurable.","Artikelkombination mit Attributen existiert bereits im konfigurierbaren Artikel."
"Products","Artikel"
"Products Comparison List","Artikel Vergleichsliste"
"Products Information","Artikelinformationen"
"Products Sitemap","Artikel Sitemap"
"Products only","Nur Artikel"
"Products per Page on Grid Allowed Values","Artikel pro Seite (erlaubte Werte für Gitter)"
"Products per Page on Grid Default Value","Artikel pro Seite (Standardwerte Werte für Gitter)"
"Products per Page on List Allowed Values","Artikel pro Seite (erlaubte Werte für Liste)"
"Products per Page on List Default Value","Artikel pro Seite (Standardwerte Werte für Liste)"
"Properties","Eigenschaften"
"Qty","Menge"
"Qty Increments","Verpackungseinheiten"
"Qty Uses Decimals","Stückzahl kann dezimal sein"
"Qty for Item\'s Status to Become Out of Stock","Stückzahl für ""Nicht auf Lager""-Status"
"Qty:","Menge"
"Quantity","Menge"
"Quick Create","Schnellanlegen"
"Quick Overview","Kurzübersicht"
"Quick simple product creation","Schnell einfache Artikel anlegen"
"Records for ""","Einträge für """
"Redirect","Weiterleitung"
"Redirect URL","Weiterleitungs-URL"
"Regular Price:","Regulärer Preis:"
"Related Products","Zubehör"
"Remove","Entfernen"
"Remove Product From Websites","Artikel von Websites entfernen"
"Remove This Item","Diesen Artikel entfernen"
"Remove attribute from attribute set","Attribut aus Attributset entfernen"
"Remove attribute set","Attributset löschen"
"Remove custom option","Individualisierungsoption löschen"
"Remove group from attribute set","Gruppe aus Attributset entfernen"
"Remove option","Option löschen"
"Remove product assignment","Artikelzuweisungen entfernen"
"Remove product image","Artikelbilder"
"Remove product link","Artikellink entfernen"
"Remove value from custom option","Wert aus Individualisierungsoption löschen"
"Rename existing group","Bestehende Gruppe umbenennen"
"Rename group","Gruppe umbenennen"
"Reorganize EAV category structure to flat structure","Neuzuordnung der EAV Kategorie Struktur zur Flat Struktur"
"Reorganize EAV product structure to flat structure","Neuzuordnung der EAV Artikel Struktur zur Flat Struktur"
"Reset","Zurücksetzen"
"Results","Ergebnisse"
"Retrieve attribute data","Attributdaten abfragen"
"Retrieve attribute list","Attributliste abrufen"
"Retrieve attribute options","Optionen für Attribute abrufen"
"Retrieve categories tree","Kategoriebaum abfragen"
"Retrieve category attributes","Kategorieattribute abrufen"
"Retrieve category data","Kategoriedaten abrufen"
"Retrieve hierarchical tree","Hierarchischen Baum abrufen"
"Retrieve linked products","Verknüpfte Artikel abrufen"
"Retrieve list of assigned products","Liste mit zugewiesenen Artikeln abrufen"
"Retrieve list of option values","Liste aller Optionswerte abfragen"
"Retrieve list of product custom options","Liste aller Individualisierungsoptionen abfragen"
"Retrieve one level of categories by website/store view/parent category","Eine Ebene von Kategorien pro Website/StoreView/Überkategorie"
"Retrieve option value info","Optionswertinformationen abfragen"
"Retrieve product","Artikel abrufen"
"Retrieve product attribute sets","Artikel-Attributsets abrufen"
"Retrieve product image","Artikelbild abrufen"
"Retrieve product image list","Artikelbildliste abrufen"
"Retrieve product image types","Artikelbildtypen abrufen"
"Retrieve product link type attributes","Attribute des Artikellinktyps abrufen"
"Retrieve product link types","Artikellinktypen abrufen"
"Retrieve product tier prices","Artikelstaffelpreise abrufen"
"Retrieve product types","Artikeltypen abrufen"
"Retrieve products data","Artikeldaten abfragen"
"Retrieve products list by filters","Artikelliste gemäß Filter abrufen"
"Reviews","Bewertungen"
"Roll Over for preview","Mit der Maus überfahren für Vorschau"
"Root","Root"
"SKU","Artikelnummer"
"SKU length should be %s characters maximum.","Artikelnummer sollte nicht länger als %s Zeichen sein."
"Save Attribute","Attribut speichern"
"Save Attribute Set","Attributset speichern"
"Save Category","Kategorie speichern"
"Save Search","Suche speichern"
"Save and Continue Edit","Speichern und weiter bearbeiten"
"Saved %d record(s)","%d gespeicherte Einträge"
"Scope","Geltungsbereich"
"Scope must not be changed, because the attribute is used in configurable products.","Geltungsbereich darf nicht geändert werden, da das Attribut in konfigurierbaren Artikeln benutzt wird."
"Search","Suche"
"search","suche"
"Search Engine Optimizations","Suchmaschinen Optimierung"
"Search Information","Suchinformationen"
"Search Query","Suchanfrage"
"Search Term with such search query already exists.","Suchergebnis mit dieser Suchanfrage existiert bereits."
"Searchable","Suchbar"
"See price before order confirmation.","Bitte achten Sie vor der Bestellbestätigung auf den Preis."
"Select Category...","Kategorie auswählen..."
"Select Configurable Attributes ","Wählen Sie die konfigurierbaren Attribute"
"Select Product...","Artikel auswählen..."
"Select type of option","Wählen Sie den Optionstyp"
"Select type options required values rows.","Typenoptionen für benötigte Wertezeilen auswählen."
"Selected Product Types","Ausgewählte Artikeltypen"
"Selected configuration is not available.","Gewählte Konfiguration ist nicht verfügbar."
"Send Count","Zählerstand senden"
"Set Ascending Direction","In aufsteigender Reihenfolge"
"Set Descending Direction","In absteigender Reihenfolge"
"Set Name","Setname"
"Set Root Category for Store","Root Kategorie setzen für den Store"
"Set root category for this store in the <a href=""%s"">configuration</a>","Rootkategorie für diesen Store in der <a href=""%s"">Konfiguration</a> festlegen"
"Set special price","Sonderpreis festlegen"
"Set/Get current store view","Aktuellen StoreView festlegen/abrufen"
"Settings","Einstellungen"
"Shop By","Filtern nach"
"Shopping Options","Einkaufsoptionen"
"Show Details","Details anzeigen"
"Show Tags","Schlagworte anzeigen"
"Simple Product","Einfacher Artikel"
"Site Map","Sitemap"
"Sitemap","Sitemap"
"Skip import row, is not valid value ""%s"" for field ""%s""","Importzeile übersprungen, ""%s"" ist kein gültiger Wert für das Feld ""%s"""
"Skip import row, required field ""%s"" for the new customer is not defined.","Importzeile übersprungen, Pflichtfeld ""%s"" für neuen Kunden wurde nicht angegeben."
"Skip import row, the value ""%s"" is invalid for field ""%s""","Importzeile übersprungen, der Wert ""%s"" ist nicht gültig für das Feld ""%s"""
"Skipping import row, required field ""%s"" for new products is not defined.","Importzeile übersprungen, Pflichtfeld ""%s"" für neue Artikel wurde nicht angegeben."
"Skipping import row, required field ""%s"" is not defined.","Importzeile übersprungen, Pflichtfeld ""%s"" wurde nicht angegeben."
"Skipping import row, store ""%s"" field does not exist.","Importzeile übersprungen, Store ""%s"" Feld existiert nicht."
"Skipping import row, the value ""%s"" is not valid for the ""%s"" field.","Importzeile übersprungen, ""%s"" ist kein gültiger Wert für das Feld ""%s""."
"Some of the processed products have no SKU value defined. Please fill it prior to performing operations on these products.","Einige der verarbeiteten Artikel besitzen keine SKU. Bitte füllen Sie dieses Feld aus, bevor Sie weitere Aktionen an diesen Artikeln ausführen."
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Einige der unten stehenden Artikel sind nicht mit den Pflichtoptionen konfiguriert. Bitte bearbeiten Sie sie und konfigurieren Sie die erforderlichen Optionen."
"Sort Order","Reihenfolge"
"Source Model","Source-Modell"
"Special Expires On: %s","Sonderpreis läuft ab am: %s"
"Special Price:","Sonderpreis:"
"Special Price: %s","Sonderpreis: %s"
"Starting at:","Ab:"
"Static","Statisch"
"Static block and products","Statischer Block und Artikel"
"Static block only","Nur statischen Block"
"Status","Status"
"Stock Availability","Lagerbestand"
"Store","Store"
"Store View","StoreView"
"Stretch","Dehnen"
"Subscribe to RSS Feed","RSS abonnieren"
"Super product attributes configuration","Super Artikel Attributkonfiguration"
"Synonym For","Synonym für"
"System Properties","Systemeintellungen"
"Tag Name","Schlagwortname"
"Tax","Steuer"
"Template","Vorlage"
"Text","Text"
"The Flat Catalog module has a limit of %2\$d filterable and/or sortable attributes. Currently there are %1\$d of them. Please reduce the number of filterable/sortable attributes in order to use this module","Das Flat Katalog Module hat eine Beschränkung von %2\$d filterbaren/sortierbaren Attributen. Aktuell sind es %1\$d. Bitte reduzieren Sie die Anzahl von filterbaren/sortierbaren Attributen, wenn Sie dieses Modul einsetzen wollen."
"The attribute model is not defined","Das Attribut-Model ist nicht festgelegt"
"The attribute set has been saved.","Das Attribut-Set wurde gespeichert."
"The base directory to upload file is not specified.","Das Standardverzeichnis zum Upload von Dateien ist nicht festgelegt."
"The category has been deleted.","Die Kategorie wurde gelöscht."
"The category has been saved.","Die Kategorie wurde gespeichert."
"The comparison list was cleared.","Die Vergleichsliste wurde geleert."
"The file '%s' for '%s' has an invalid extension","Die Datei '%s' für '%s' besitzt eine ungültige Dateiendung"
"The file '%s' you uploaded is larger than %s Megabytes allowed by server","Die Datei '%s' die Sie hochladen wollen ist größer als die maximal zulässigen %s Megabyte"
"The file you uploaded is larger than %s Megabytes allowed by server","Die Datei die Sie hochladen wollen ist größer als die maximal zulässigen %s Megabyte"
"The filters must be an array.","Die Filter müssen ein Feld sein."
"The image contents is not valid base64 data.","Der Bildinhalt ist keine gültige Base64 Datei."
"The image is not specified.","Das Bild ist nicht festgelegt."
"The model collection resource name is not defined.","Der Model-Collections-Rescource-Name ist nicht definiert."
"The product %s has been added to comparison list.","Der Artikel %s wurde der Vergleichsliste hinzugefügt."
"The product %s has been removed from comparison list.","Der Artikel %s wurde von der Vergleichsliste entfernt."
"The product attribute has been deleted.","Das Artikelattribut wurde gelöscht."
"The product attribute has been saved.","Das Artikelattribut wurde gespeichert."
"The product has been created.","Der Artikel wurde angelegt."
"The product has been deleted.","Der Artikel wurde gelöscht."
"The product has been duplicated.","Der Artikel wurde dupliziert."
"The product has been saved.","Der Artikel wurde gespeichert."
"The product has required options","Der Artikel hat Pflicht-Optionen"
"The review has been deleted","Die Kundenmeinung wurde gelöscht"
"The review has been saved.","Die Kundenmeinung wurde gespeichert."
"The review was removed by another user or does not exist.","Die Kundenmeinung wurde von einem anderen Benutzer gelöscht oder existiert nicht."
"The search was deleted.","Die Suche wurde gelöscht."
"The text is too long","Der Text ist zu lang"
"There are no %s available.","Keine %s verfügbar."
"There are no customers for this alert","Es sind keine Kunden für diesen Alarm vorhanden"
"There are no customers for this alert.","Es sind keine Kunden für diesen Alarm vorhanden."
"There are no products matching the selection.","Es gibt keine Produkte die der Auswahl entsprechen."
"There was an error while request processing.","Während der Verarbeitung der Anfrage ist ein Fehler aufgetreten."
"This Attribute no longer exists","Dieses Attribut existiert nicht mehr"
"This attribute cannot be deleted.","Das Attribut kann nicht gelöscht werden."
"This attribute cannot be edited.","Dieses Attribut kann nicht bearbeitet werden."
"This attribute cannot be updated.","Das Attribut kann nicht aktualisiert werden."
"This attribute is used in configurable products.","Dieses Attribut wird von konfigurierbaren Artikeln benutzt."
"This attribute is used in configurable products. You cannot remove it from the attribute set.","Dieses Attribut wird von konfigurierbaren Artikeln verwendet. Sie können es daher nicht aus dem Attributset löschen."
"This attribute no longer exists","Dieses Attribut existiert nicht mehr"
"This attribute set no longer exists.","Dieses Attribut-Set existiert nicht mehr."
"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","Diese Gruppe enthält Attribute, die in konfigurierbaren Artikeln verwendet werden. Bitte verschieben Sie die Attribute in eine andere Gruppe und versuchen Sie es nocheinmal."
"This group contains system attributes. Please move system attributes to another group and try again.","Diese Gruppe enthält Systemattribute. Bitte verschieben Sie die Systemattribute in eine andere Gruppe und versuchen Sie es noch einmal."
"This is a required option","Das ist eine benötigte Option/Auswahl"
"This product no longer exists.","Dieser Artikel existiert nicht mehr."
"This search no longer exists.","Diese Suche existiert nicht mehr."
"This setting will be applied when all prices in the specific price interval are equal.","Diese Einstellung wird angewendet, wenn alle Preise im angegeben Preisintervall gleich sind."
"Tier Pricing","Staffelpreise"
"Tile","Kachel"
"Time Format","Zeitformat"
"Title","Titel"
"To reindex the enabled product(s), the store or product must be specified","Um die ausgewählten Artikel neu zu indizieren, müssen Store oder Artikel festgelegt sein."
"To see product price, add this item to your cart. You can always remove it later.","Um den Preis dieses Artikels zu sehen, legen Sie ihn bitte in Ihren Warenkorb. Sie können ihn später jederzeit wieder aus dem Warenkorb entfernen."
"Top/Left","Oben links"
"Top/Right","Oben rechts"
"Total Qty Base Items","Gesamtanzahl der Artikel bei Google Base"
"Total incl. Tax: %1$s","Gesamt inkl. Steuern: %1$s"
"Total of %d record(s) have been deleted.","Insgesamt wurden %d Einträge erfolgreich gelöscht."
"Total of %d record(s) have been updated.","Insgesamt wurden %d Einträge erfolgreich aktualisiert."
"Total of %d record(s) were updated","Insgesamt wurden %d Einträge aktualisiert."
"Type","Art"
"URL Rewrite Management","URL Rewrite Verwaltung"
"Unable to complete this request.","Diese Anfrage konnte nicht verarbeitet werden."
"Unable to find a search term to delete.","Es konnte keine Suchanfrage zum Löschen gefunden werden."
"Unable to find an attribute to delete.","Es konnte keine Attribut zum Löschen gefunden werden."
"Unable to get the product ID.","Konnte Artikel-ID nicht ermitteln."
"Unassigned Attributes","Nicht zugewiesene Attribute"
"Unknown EAV indexer type ""%s"".","Unbekannter EAV Indexer Typ ""%s""."
"Unknown attribute: %s.","Unbekanntes Attribut: %s."
"Unsupported product type ""%s"".","Nicht unterstützter Artikel Typ ""%s""."
"Up-sells","Up-Selling"
"Update","Aktualisieren"
"Update Attributes","Attribute aktualisieren"
"Update Tier Price","Staffelpreise aktualisieren"
"Update assigned product","Zugewiesenen Artikel aktualisieren"
"Update attribute","Attribut aktualisieren"
"Update attributes","Attribute aktualisieren"
"Update category","Kategorie aktualisieren"
"Update custom option of product","Individualisierungsoption des Artikels aktualisieren"
"Update product","Artikel aktualisieren"
"Update product image","Artikelbild aktualisieren"
"Update product link","Artikellink aktualisieren"
"Update product tier prices","Artikelstaffelpreise aktualisieren"
"Update value of custom option","Wert der Individualisierungsoption des Artikels aktualisieren"
"Upload new product image ","Neues Artikelbild hochladen "
"Use Canonical Link Meta Tag For Categories","Verwende Canonical Link Meta Tag für Kategorien"
"Use Canonical Link Meta Tag For Products","verwende Canonical Link Meta Tag für Artikel"
"Use Categories Path for Product URLs","Kategoriepfad für Artikel URLs verwenden"
"Use Config Settings","Konfigurationseinstellungen verwenden"
"Use Default Value","Standardwerte verwenden"
"Use Flat Catalog Category","Flat Catalog Category verwenden"
"Use Flat Catalog Product","Flat Catalog Product verwenden"
"Use In Layered Navigation","In Filter-Navigation verwenden"
"Use In Search Results Layered Navigation","Filternavigation auf Suchergebnisseiten verweden"
"Use JavaScript Calendar","JavaScript Kalender verwenden"
"Use Static URLs for Media Content in WYSIWYG for Catalog","Verwende Statische URLs für Medieninhalte im WYSIWYG für den Katalog"
"Use To Create Configurable Product","Für das Anlegen von konfigurierbaren Artikeln verwenden"
"Use Tree Like Category Sitemap","Kategorie-Sitemap in Baumansicht verwenden"
"Use config","Konfiguration verwenden"
"Use default","Standard verwenden"
"Use for Promo Rule Conditions","Für Preisregeln verwendbar"
"Use four-digit year format.","4 stelliges Jahresformat verwenden."
"Use in Advanced Search","In erweiterter Suche verwenden"
"Use in Layered Navigation","In erweiterter Navigation verwenden"
"Use in Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","In Filternavigation verwenden<br/>(Kann nur mit dem Eingabetyp 'Dropdown' verwendet werden)"
"Use in Quick Search","In Schnellsuche verwenden"
"Used for Sorting in Product Listing","Als Sortiermöglichkeit in Kategorieansicht verwendbar"
"Used in Product Listing","In Kategorieansicht verwenden"
"Value for ""%s"" is invalid.","Wert für ""%s"" ist ungültig."
"Value for ""%s"" is invalid: %s","Wert für ""%s"" ist ungültig:"
"Varchar","Varchar"
"View as","Darstellung als"
"Virtual Product","Virtueller Artikel"
"Visibility","Sichtbarkeit"
"Visible","Sichtbar"
"Visible on Catalog Pages on Front-end","Sichtbar auf Kategorieseiten im Shop"
"Visible on Product View Page on Front-end","Sichtbar auf der Artikeldetail-Seite im Shop"
"WYSIWYG Editor","WYSIWYG Editor"
"Watermark","Wasserzeichen"
"Watermark Default Size","Wasserzeichen Standardgröße"
"Watermark Opacity, Percent","Wasserzeichen Deckkraft in Prozent (%)"
"Watermark Position","Wasserzeichen Position"
"We Also Recommend","Wir empfehlen auch"
"Website","Website"
"Websites","Websites"
"What's this?","Was ist das?"
"Whether to show ""All"" option in the ""Show X Per Page"" dropdown.","Soll die Auswahl ""alle Artikel anzeigen"" in der Auswahlbox ""Zeige x Artikel pro Seite"" erscheinen?"
"Will make search for the query above return results for this search.","Die Suche mit der oben genannten Anfrage gibt die Ergebnisse für die nachfolgende Suche zurück."
"Wrong BuyRequest instance in options group.","Falsche Kaufanfrage Instanz in der Optionsgruppe."
"Wrong configuration item instance in options group.","Falsche Konfigurationsinstanz in der Optionsgruppe."
"Wrong configuration item option instance in options group.","Falsche Konfiguration-Optionsinstanz in der Optionsgruppe."
"Wrong option instance type in options group.","Falscher Optionsinstanztyp in der Optionsgruppe."
"Wrong option type to get group instance.","Falscher Options-Typ um die Gruppen-Instanz zu erhalten."
"Wrong product instance type in options group.","Falscher Artikelinstanztyp in der Optionsgruppe."
"Wrong product type filter specified","Falscher Artikeltyp Filter festgelegt"
"Wrong product type to extract configurable options.","Falscher Artikeltyp zur Abfrage der konfigurierbaren Optionen."
"Year Range","Jahres-Zeitraum"
"Yes","Ja"
"You cannot remove system attribute from this set.","Ein Systemattribut kann nicht entfernt werden."
"You have no items to compare.","Es ist kein Artikel zum Vergleichen vorhanden."
"You may also be interested in the following product(s)","Sie könnten auch an folgenden Artikeln interessiert sein"
"Zoom In","Vergrößern"
"Zoom Out","Verkleinern"
"and","und"
"and above","und darüber"
"categories","Kategorien"
"each","je"
"ex. http://domain.com","bspw. http://domain.de"
"leave blank if its not an image","Bitte leer lassen, falls es sich nicht um ein Bild handelt"
"per page","pro seite"
"products","Artikel"
"px.","px."
"save","sparen"
"select all","Alle wählen"
"unselect all","Alle abwählen"
"x","x"
"%s was added to your shopping cart.","%s wurde in den Warenkorb gelegt."
"%s was updated in your shopping cart.","%s wurde aktualisiert im Warenkorb."
"* Required Fields","* Pflichtfelder"
"Add New Address","Neue Adresse hinzufügen"
"Add New Condition","Neue Bedingung hinzufügen"
"Add coupon code for shopping cart","Rabattcode für warenkorb"
"Add gift messages to shopping cart","Geschenknachricht zum Warenkorb hinzufügen"
"Add product to shopping cart","Artikel in den Warenkorb legen"
"Add product(s) to shopping cart","Artikel in den Warenkorb legen"
"Add to Compare","Auf die Vergleichsliste"
"Add to Wishlist","Auf den Wunschzettel"
"Additional Product Info","Zusätzliche Artikelinfo"
"Address","Adresse"
"Address %s of %s","Adresse %s von %s"
"After Adding a Product Redirect to Shopping Cart","Nach dem Hinzufügen eines Artikel zum Warenkorb weiterleiten"
"Allow Guest Checkout","Bezahlvorgang als Gast ermöglichen"
"Already registered?","Bereits registriert?"
"An error occurred in the process of payment","Fehler im Bezahlvorgang"
"An error occurred while deleting this condition.","Ein Fehler ist beim Löschen der Bedingung aufgetreten."
"An error occurred while saving this condition.","Ein Fehler ist beim Speichern der Bedingung aufgetreten."
"Apply Coupon","Rabattcode einlösen"
"Are you sure you would like to remove this item from the shopping cart?","Soll dieser Artikel wirklich aus Ihrem Warenkorb entfernt werden?"
"Back to Billing Information","Zurück zur Rechnungsinformation"
"Back to Select Addresses","Zurück zur Adress-Auswahl"
"Back to Shipping Information","Zurück zur Versandinformation"
"Back to Shopping Cart","Zurück zum Warenkorb"
"Based on your selection, you may be interested in the following items:","Ausgehend von Ihrer Auswahl könnten Sie auch an den folgenden Artikel interessiert sein:"
"Billing Address","Rechnungsadresse"
"Billing Information","Rechnungsinformation"
"Billing Information - %s","Rechnungsinformation - %s"
"Cancel Coupon","Rabattcode stornieren"
"Cannot add item to the shopping cart.","Artikel konnte nicht zum Warenkorb hinzugefügt werden."
"Cannot add the item to shopping cart","Konnte Artikel nicht in den Warenkorb legen"
"Cannot add the item to shopping cart.","Artikel konnte nicht zum Warenkorb hinzugefügt werden."
"Cannot apply the coupon code.","Der Rabattcode konnte nicht eingelöst werden."
"Cannot configure product.","Artikel konnte nicht konfiguriert werden."
"Cannot open the overview page","Übersichtsseite konnte nicht geöffnet werden."
"Cannot process the item.","Artikel konnte nicht verarbeitet werden."
"Cannot remove the item.","Artikel konnte nicht entfernt werden."
"Cannot update shopping cart.","Warenkorb konnte nicht aktualisiert werden."
"Cannot update the item.","Artikel konnte nicht aktualisiert werden."
"Card Verification Number Visual Reference","Kartenprüfnummer"
"Cart Product API","Warenkorb Artikel-API"
"Cart Subtotal:","Zwischensumme:"
"Change Billing Address","Rechnungsadresse ändern"
"Checkbox Text","Checkbox Text"
"Checkout","Zur Kasse"
"Checkout Conditions","Widerrufsbelehrung u.ä."
"Checkout Method","Wie möchten Sie zur Kasse gehen?"
"Checkout Options","Bezahloptionen"
"Checkout Progress Wrapper","Checkout Fortschritt Box"
"Checkout Section","Bezahlvorgang"
"Checkout Terms and Conditions","AGB"
"Checkout as Guest","Als Gast zur Kasse gehen"
"Checkout as a Guest or Register","Als Gast zur Kasse oder registrieren"
"Checkout with Multiple Addresses","Zur Kasse mit mehreren Adressen"
"City","Stadt"
"Clear Shopping Cart","Warenkorb leeren"
"Click <a href=""%s"" onclick=""this.target=\'_blank\'"">here to print</a> a copy of your order confirmation.","<a href=""%s"" onclick=""this.target=\'_blank\'"">Klicken Sie hier</a> , um die Bestellbestätigung auszudrucken."
"Click <a href=""%1"">here</a> to continue shopping.","Klicken Sie <a href=""%1"">hier</a> um den Einkauf fortzusetzen."
"Close","Schließen"
"Company","Firma"
"Condition Name","Bedingungsbezeichnung"
"Configurable Product Image","Bild für konfigurierbaren Artikel"
"Configure Cart Item","Warenkorb Artikel konfigurieren"
"Confirm Password","Passwort bestätigen"
"Content","Inhalt"
"Content Height","Inhalt Höhe"
"Content Height (css)","Inhalt Höhe (CSS)"
"Continue","Fortsetzen"
"Continue Shopping","Weiter einkaufen"
"Continue to Billing Information","Weiter zu den Rechnungsinformationen"
"Continue to Review Your Order","Weiter zur Bestellübersicht"
"Continue to Shipping Information","Weiter zu den Versandinformationen"
"Country","Land"
"Coupon code ""%s"" is not valid.","Rabattcode ""%s"" ist ungültig."
"Coupon code ""%s"" was applied.","Rabattcode ""%s"" wurde angewendet."
"Coupon code was canceled.","Rabattcode wurde storniert."
"Create Billing Address","Rechnungsadresse anlegen"
"Create Shipping Address","Versandadresse anlegen"
"Create an order from shopping cart","Erstelle eine Bestellung aus dem Warenkorb"
"Create shopping cart","Warenkorb anlegen"
"Customer Address is not valid.","Kundenanschrift ist nicht gültig."
"Customer Information","Kundeninformation"
"Customer's information","Kundeninformation"
"Data saving problem","Problem beim Speichern der Daten"
"Default Billing","Standardrechnung"
"Default Shipping","Standard Versand"
"Delete Condition","Bedingung löschen"
"Details","Details"
"Disabled","Deaktiviert"
"Discount Codes","Rabattcodes"
"Display Cart Summary","Anzeige"
"Display Shopping Cart Sidebar","Warenkorbsidebar anzeigen"
"Display item quantities","Artikelmenge"
"Display number of items in cart","Anzahl der Artikel im Warenkorb"
"Display number of items in wishlist","Anzahl der Artikel auf dem Wunschzettel"
"Easy access to your order history and status","Einfacher Zugriff auf Ihre bisherigen Bestellungen und deren Status"
"Edit Address","Adresse bearbeiten"
"Edit Billing Address","Rechnungsadresse bearbeiten"
"Edit Condition","Bedingung bearbeiten"
"Edit Items","Artikel bearbeiten"
"Edit Shipping Address","Versandadresse bearbeiten"
"Edit Terms and Conditions","AGB bearbeiten"
"Edit Your Cart","Warenkorb bearbeiten"
"Edit item","Artikel bearbeiten"
"Edit item parameters","Artikeloptionen bearbeiten"
"Email Address","eMailadresse"
"Enable Onepage Checkout","Einseitigen Bezahlvorgang aktivieren (Onepage Checkout)"
"Enable Terms and Conditions","Bestellbedingungen aktivieren"
